name,addr
해맑은 해법독서논술,"광주 서구 풍암신암로 31 (풍암동, 금호타운풍암1차아파트)"
원흥7단지교실,"경기 고양시 덕양구 도래울1로 80 (도내동, 고양 원흥 동일스위트)"
동탄솔빛마을교실,"경기 화성시 동탄반석로 70 (반송동, 솔빛마을신도브래뉴아파트)"
배곧 해법독서논술 최강논술,"경기 시흥시 서울대학로 지하 100 (정왕동, 시흥배곧신도시 이지더원2차 에듀그린)"
동문그린시티교실,"경기 파주시 조리읍 대원로 45 (대원리, 그린시티동문아파트)"
금광래미안,"경기 성남시 중원구 황송로 77 (금광동, 래미안금광아파트)"
대림진흥해법독서논술,"경기 수원시 장안구 천천로74번길 92 (정자동, 대월마을대림진흥아파트)"
현풍2교실,대구 달성군 현풍읍 비슬로121길 13-1 (원교리)
다온역사교실,"대구 북구 구암서로 41 (구암동, 그린빌3차)"
조직샘역사교실,"서울 노원구 동일로227길 25 (상계동, 상계주공11단지아파트)"
비젼학원,서울 광진구 군자로 80 (군자동)
깊은공부,"서울 동작구 서달로 91 (흑석동, 흑석한강센트레빌2차)"
북면교실,경남 창원시 의창구 북면 감계로110번길 54-39 (감계리)
이재순해법독서교실,경기 의정부시 민락동 735-1
창동상아교실,"서울 도봉구 해등로 118 (창동, 상아1차아파트)"
석계그랑빌교실,"서울 노원구 마들로 31 (월계동, 그랑빌아파트)"
김보현해법독서,경기 의정부시 민락동 899
인창삼성교실,"경기 구리시 동구릉로85번길 57 (인창동, 삼성아파트)"
열린 책,"전남 목포시 신흥로83번길 4 (옥암동, 영신그린빌)"
꿈자람터,"전남 목포시 신흥로 113 (옥암동, 제일2차하이빌아파트)"
책과 꿈꾸는 교실,전남 목포시 백년대로412번길 5-1 (옥암동)
평거휴먼시아,"경남 진주시 새평거로 75 (평거동, 평거휴먼시아4단지)"
하나쌤논술,"광주 남구 봉선로51번길 12 (주월동, 주월동 이지 더원 아파트 3단지)"
아름드리,"전남 나주시 그린로 328 (빛가람동, 빛가람 사랑으로 부영1단지 아파트)"
자연애독서논술교실,"전남 광양시 진등5길 1 (마동, 자연애비버리힐아파트)"
어드벤처,대전 서구 탄방로7번길 3 (탄방동)
일리국어논술,"세종특별자치시 새롬중앙로 59 (새롬동, 새롬빌딩)"
은진독서논술교실,서울 은평구 진관동 102
포항해맞이교실,경북 포항시 북구 환호동 409-1
파크루트,"경북 구미시 송동로 154 (도량동, 파크맨션)"
다올논술,"제주특별자치도 제주시 성신로 37 (연동, 한도빌라)"
후쌤's 책글공간,서울 강남구 삼성로67길 47 (대치동)
가재울생각키움교실,서울 서대문구 남가좌동 191-10
지샘입시학원,경북 경산시 압량면 부적길 29 (부적리)
오름논술교실,"경기 군포시 고산로151번길 26-11 (당정동, 당정마을 엘지아파트 상가)"
늘푸른논술,"전남 목포시 신흥로 91 (옥암동, 하당초원2차아파트)"
속초 교동초,"강원 속초시 미시령로 3361 (교동, 현대2차아파트)"
한결장림,"부산 사하구 하신중앙로 2 (장림동, 동원로얄듀크)"
길미해법독서논술,"전남 영암군 삼호읍 녹색로 1015-9 (용앙리, 길촌파크빌 102동)"
가락쌍용해법교실,"서울 송파구 동남로 189 (가락동, 가락쌍용아파트)"
문학,"대구 달서구 구마로40길 21 (송현동, 청구그린맨션1차아파트)"
가람마을교실,"경기 파주시 가람로 20 (와동동, 가람마을1단지벽산한라아파트)"
 진림해법학원,"서울 마포구 숭문길 98 (염리동, 마포자이3차)"
시티프라디움,"경남 창원시 진해구 안골로108번길 93 (안골동, 고흥식당)"
박샘,전남 목포시 옥암동 1300-5
성훈학원,"서울 동작구 장승배기로 34 (상도동, 대한카센타)"
영천 한신휴교실,"경북 영천시 망정1길 171 (야사동, 한신THE휴영천퍼스트)"
금성교실,"부산 금정구 중리2길 16-7 (금성동, 한솔)"
수독서논술교실,서울 서대문구 홍제동 467
농공우신미가뷰,"대구 달성군 논공읍 금포로 75-20 (금포리, 우신미가뷰 아파트)"
신미림초,서울 구로구 신도림동 642
생각소리논술 교실,부산 금정구 금강로 206-14 (장전동)
벽산5단지,"서울 금천구 금하로 816 (시흥동, 벽산5단지아파트)"
더좋은글쓰기,경기 양평군 서종면 중미산로 5 (문호리)
김주연교실,서울 중랑구 동일로123길 5-1 (중화동)
꿈이 있는 공부방,"경북 구미시 금오대로12길 11-2 (오태동, 오태3차대동타운)"
우미린독서교실,"전북 전주시 덕진구 틀못4길 17 (장동, 우미린 2단지)"
라엘논술,광주 남구 정율성로 22 (양림동)
브레인스토리,경남 김해시 해반천로144번길 4 (삼계동)
생각꾸러미,"경남 창원시 의창구 중동로 33 (중동, 창원중동유니시티2단지)"
압구정해법독서논술,"서울 강남구 압구정로 321 (압구정동, 한양아파트)"
노벨천재교실,"강원 원주시 단구로 414 (단구동, 청솔4차아파트)"
강변교실,"대구 동구 화랑로100길 17 (용계동, 강변동서마을)"
한솔,"경기 성남시 분당구 운중로 233 (판교동, 한솔프라자)"
칠보마을5단지,"경기 수원시 권선구 금곡로 46 (금곡동, 수원호매실휴먼시아5단지)"
김해양산지사직영교실,경남 김해시 해반천로144번길 4 (삼계동)
창원2지사직영교실,"경남 창원시 성산구 외동반림로 219 (반림동, 현대아파트)"
순천광양여수직영교실,"전남 순천시 율산길 50 (연향동, 퀸마트)"
부천지사직영교실,"경기 부천시 장말로 137 (상동, 사랑마을 청구아파트)"
대구수성중구직영교실,대구 달서구 이곡동 1250-3
목포지사직영교실,"전남 목포시 신흥로 113 (옥암동, 제일2차하이빌아파트)"
광주남부2지사직영교,광주 남구 진월동 499-81
구미김천지사직영교실,경북 구미시 1공단로 15-37 (광평동)
제주2지사직영교실,제주특별자치도 제주시 과원북4길 37 (노형동)
부산남부3지사직영교,"부산 남구 수영로 312 (대연동, 21 센츄리시티 오피스텔)"
하남광주지사직영교실,경기 광주시 오포읍 수렁개길 11-5 (문형리)
대전남부지사직영교실,대전 서구 만년로22번길 6 (만년동)
천안아산직영교실,"충남 천안시 서북구 불당17길 27 (불당동, 그랜드플라자)"
강동송파2지사직영교,"서울 송파구 올림픽로35길 10 (신천동, 파크리오)"
충북지사직영교실,"충북 청주시 흥덕구 풍년로95번길 35 (가경동, (주)휴림건설)"
의정부지사직영교실,경기도 의정부시 금오동
구미김천2지사직영교실,"경북 구미시 도봉로 7 (봉곡동, 골든프라자)"
이천지사직영교실,경기도 이천시 부발읍
강서양천구로직영교실,서울특별시 구로구 구로5동
강북직영교실,서울특별시 노원구 하계1동
수원직영교실,경기도 수원시 권선구 권선동
성남분당직영교실,경기도 성남시 중원구 상대원동
대전북부직영교실,대전 서구 만년동
해법테스트교실,경기도 고양시 일산동구 식사동
군산직영교실,전북 전주시 완산구 서신동
안산직영교실,경기 안산시 단원구 고잔동
인천북부직영교실,인천광역시 계양구 병방동
강원영동직영교실,강원도 강릉시 포남2동
강원영서직영교실,강원도 원주시 무실동
광주서부직영교실,광주 남구 주월동 주월프라자 906호
부산서부2직영교실,"부산 남구 우암로374번길 10-13 (문현동, 동양연립)"
화성지사직영교실,경기 수원시 영통구 망포동
서대문은평직영교실,서울 은평구 진관동 102
고양파주지사직영교실,"경기 고양시 일산동구 강송로 181 (마두동, 일산프라자)"
강남동작직영교실,서울 동작구 상도동
인천북부교실,
북부직영교실,서울 중랑구 중화동 301-11
안양직영교실,경기 안양시 동안구 평촌동
대전교실,
대구상인1교실,대구광역시 달서구 상인2동
진주직영교실,경남 진주시 대신로340번길 7-5 (하대동)
용인지사직영교실,"경기 용인시 수지구 성복2로76번길 26-3 (성복동, 드림타워)"
부산2교실,
인천남부2지사 직영교,"인천 남동구 매소홀로 1103 (서창동, 현대모닝사이드아파트)"
안동바칼교실,경북 안동시 북후면 경북대로 952 (오산리)
광명시흥교실,
대구2직영교실,"경북 경산시 하양읍 대학로296길 13 (금락리, 삐아제어린이집)"
