name,addr
화성논술과코칭교실,"경기 화성시 향남읍 상신하길로274번길 21 (하길리, 서봉마을 사랑으로부영7단지아파트)"
생각술술 해법독서논,"충북 보은군 보은읍 교사삼산1길 17 (삼산리, 동한빌딩)"
글빛국어논술,"경기 성남시 분당구 장미로 101 (야탑동, 장미마을)"
솔샘세영교실,"강원 원주시 무실로 382 (무실동, 세영리첼아파트)"
남경화,"서울 구로구 경인로47다길 34-7 (고척동, 우성꿈동산아파트)"
한라교실,"경기 군포시 번영로 328 (산본동, 한라2차아파트)"
책과 글,경북 안동시 정하동 300-1
생각키움동학교실,"경기 화성시 영통로27번길 14-17 (반월동, 신영통 현대타운)"
신안2학이시습교실,"경기 화성시 동탄청계로 303-13 (청계동, 신안인스빌 리베라 2차)"
에스엠,대구 동구 화랑로 417 (방촌동)
해법독서논술중앙교습,"경기 안산시 단원구 예술대학로 82 (고잔동, 중앙시장)"
파이데이아,"경기 시흥시 역전로 375-10 (정왕동, 화성아파트 상가동)"
선부한양,"경기 안산시 단원구 선부로 166 (선부동, 공작한양아파트)"
생각톡톡 논술교실,"부산 해운대구 반여로 83 (반여동, 센텀롯데캐슬3차아파트)"
내수 삼일 해법 독서논술,"충북 청주시 청원구 내수읍 내수로 639 (내수리, 삼일아파트)"
명지창의사고논술,부산 사상구 사상로181번길 36-8 (괘법동)
생각자람나무,"부산 해운대구 마린시티3로 1 (우동, 썬프라자)"
별밭교실,"부산 연제구 중앙대로1226번길 30 (거제동, 태경썬-싸인 아파트)"
온수남부,"서울 구로구 경인로3길 97 (온수동, 대흥빌라)"
대림 만점쌤,"인천 부평구 부영로 196 (부평동, 대림아파트)"
신부동아,"충남 천안시 동남구 터미널9길 13 (신부동, 동아아파트)"
옥포,"대구 달서구 조암남로32길 13 (유천동, 월배쌍용예가아파트)"
용용쌤의 역사교실,"부산 남구 유엔로 161 (대연동, 청자아파트)"
해법방이교실,"서울 송파구 위례성대로14길 11 (방이동, 옥산크리스탈아파트)"
글사임당,경북 상주시 상산로 203 (남성동)
SGC,서울 금천구 독산동 1052-2
월배e편안세상,대구 달서구 월성동 1300
지혜자람자이교실,"경남 거제시 해명로 52 (수월동, 거제자이)"
자이교실,"경기 안양시 동안구 동안로 11 (호계동, 무궁화코오롱,건영아파트)"
양주 해동마을교실,경기 양주시 광사동 676-1
신길논술,"경기 시흥시 정왕대로117번길 31 (정왕동, 주공3단지아파트)"
마곡아람,"서울 강서구 수명로 76 (내발산동, 서울메디스테이트빌딩)"
황금사과통합논술,"대구 수성구 청수로 213 (황금동, 캐슬골드파크1단지)"
동두천 지행교실,"경기 동두천시 중앙로 116 (지행동, 두손프라자)"
글숲국어논술,"서울 노원구 중계로12길 24 (중계동, 금호아파트)"
간서치해법독서논술,"충북 음성군 맹동면 장성1길 9 (동성리, 충북혁신도시 영무예다음3차)"
말글샘교실,"충남 서산시 고운로 275-5 (동문동, 동문프라자)"
강남학원,충남 당진시 무수동6길 7-22 (읍내동)
관양교실,"경기 안양시 동안구 관평로 338 (관양동, 아리랑타워아파트)"
해법오디세이논술교실,서울 서대문구 홍은동 397-31
이천신하,경기 이천시 부발읍 경충대로 2236 (신하리)
개봉,서울 구로구 개봉로16길 31 (개봉동)
백마삼성교실,"경기 고양시 일산동구 일산로 241 (마두동, 백마마을1단지아파트)"
유가 진아,"대구 달성군 유가면 테크노대로5길 79 (봉리, 대구테크노폴리스진아리채아파트)"
해법독서논술 은빛초,"서울 은평구 진관3로 70 (진관동, 은평뉴타운상림마을)"
효자서곡교실,전북 전주시 완산구 효자동3가 1458-5
여주아인스,"경기 여주시 세종로45번길 38 (홍문동, 모범빌딩)"
라온논술,서울 광진구 구의동 212-3
해법하이스토리논술,서울 종로구 옥인동 104
북스 테이크 해법독서,경기 안산시 상록구 샘골로 126 (본오동)
코아루,"경북 구미시 봉곡북로7길 25 (봉곡동, 구미 봉곡 코아루)"
도청유쌤교실,경북 안동시 풍천면 풍요4길 24-6 (갈전리)
합천읍교실,경남 합천군 합천읍 대야로 880-4 (합천리)
진동 해법독서논술교,"경남 창원시 마산합포구 진동면 진북산업로 58 (진동리, 한일유앤아이아파트)"
태전맨투맨,경기 광주시 고불로 58-5 (중대동)
장기더원교실,"경기 김포시 김포한강2로 178 (장기동, 고창마을 이지더원)"
배방푸르지오1차,"충남 아산시 배방읍 배방로105번길 31 (공수리, 대우 푸르지오 아파트)"
교방벽산교실,"경남 창원시 마산합포구 동서북4길 10 (서성동, 동서프라임)"
에코르교실,"전북 익산시 배산로 93 (모현동1가, 익산배산에코르아파트)"
아카테미아논술,경기 수원시 권선구 곡반정동 613-1
동탄2연세교실,경기 화성시 동탄대로시범길 148-20 (청계동)
해법독서논술 이화캠퍼스,"서울 서대문구 이화여대8길 62 (북아현동, 두산아파트)"
송수학학원,경기 구리시 수택동 273-4
써니의 스토리텔링 하,"경북 구미시 형곡로 73 (형곡동, 우방3차아파트)"
영종해법교실,"인천 중구 신도시남로 15 (운서동, 금호베스트빌)"
하양교실,경북 경산시 하양읍 대경로147길 22 (금락리)
해냄교실,경기 고양시 일산서구 탄현동 1582
생각뿌리교실,"서울 관악구 신림로3가길 7 (신림동, 신림2차금호타운아파트)"
K아카데미,제주특별자치도 제주시 중앙로 172 (이도1동)
모라 해법사고력,부산 사상구 모라로 28-9 (모라동)
이레 교실,"충북 청주시 서원구 분평로 18 (분평동, 분평주공7단지아파트)"
상도교실,"경북 포항시 남구 상도남로 25 (상도동, 포항 상도 코아루 센트럴 하임)"
유가 페르마교실,대구 달성군 유가면 테크노중앙대로 326-34 (봉리)
수내샛별,"경기 성남시 분당구 수내로 181 (분당동, 샛별마을우방아파트)"
목양마을교실,"세종특별자치시 시청대로 236 (소담동, 새샘마을3단지)"
상계주공3단지교실,"서울 노원구 동일로215길 48 (상계동, 상계주공3단지아파트)"
동구중교실,경기 구리시 인창동 469-1
투샘해법논술교실,충북 청주시 서원구 구룡산로326번길 44 (수곡동)
당진힐스테이트,충남 태안군 태안읍 동백로 284 (남문리)
제이앤에스,경기 남양주시 도농동 295-15
운정교실,"경기 파주시 가람로 2 (와동동, 센타프라자)"
매화교실,경기 성남시 수정구 위례서일로1길 21-14 (창곡동)
즐거운해법독서논술,"대전 동구 대전로542번길 78 (천동, 휴먼시아1단지아파트)"
백쌤논술길라잡이교실,"인천 연수구 해돋이로6번길 7 (송도동, 아이파크송도)"
YB엘리트,경기 의정부시 금오동 343-2
봉쌤교실,경북 구미시 도봉로3길 3-13 (봉곡동)
벽산교실,서울 강북구 미아동 1354-5
해법키움논술교실,"세종특별자치시 국책연구원1로 15 (소담동, 새샘마을9단지)"
베스트클래스153,경기 이천시 송정동 314-7
반지 까치 교실,"경남 창원시 성산구 창원천로 294 (반지동, 대동아파트)"
한빛 독서 논술,"충남 천안시 동남구 용곡2길 43-11 (용곡동, 용곡한라비발디아파트)"
한라 해법독서논술,"충남 아산시 배방읍 배방로 131 (공수리, 한라비발디아파트)"
동해 평릉코아루,"강원 동해시 평원로 100 (평릉동, 코아루디오션)"
파라곤,"대전 중구 유등천동로 428 (태평동, 파라곤아파트)"
구미 우방 신천지,경북 칠곡군 석적읍 남율리 710
태백 수와글 교실,강원 태백시 연립길 16 (황지동)
대원칸타빌2차 해법독,"충북 청주시 청원구 율량로 77 (주중동, 대원칸타빌2차아파트)"
김재영 국어,제주특별자치도 제주시 남광로2길 17-6 (이도2동)
무전해법독서논술,"경남 통영시 무전6길 14-12 (무전동, 주영에이스빌1차)"
옥포이편한,경남 거제시 성산로 33 (옥포동)
세종청어람학원,세종특별자치시 부강면 부강로 33 (부강리)
옥길 호반,"경기 부천시 범안로 220 (옥길동, 옥길호반베르디움)"
혜윰,대구 북구 복현로 179 (복현동)
오륙도 교실,"부산 남구 오륙도로 85 (용호동, 오륙도 에스케이뷰 아파트)"
EM 해법교실,서울 동대문구 전농로3길 12 (답십리동)
동대문꿈틀교실,"서울 동대문구 한천로33길 11 (답십리동, 래미안엘파인아파트)"
달천 그린카운티 교실,울산 북구 달천동 107
한화꿈에그린교실,"경기 화성시 동탄대로시범길 20 (청계동, 동탄역 시범한화 꿈에그린 프레스티지)"
직산명문해법독서논술,충남 천안시 서북구 직산읍 자은가리1길 55 (자은가리)
구성미소지움,"충남 천안시 동남구 천안대로 483-8 (구성동, 신성미소지움아파트)"
이도국어논술,제주특별자치도 제주시 남광로2길 17-5 (이도이동)
장천 그루터기 교실,"경남 창원시 진해구 행암로 25 (장천동, 진해 장천 대동 다:숲아파트)"
수학사랑학원,경기 용인시 기흥구 구갈동 352-1
하랑공부방,"광주 북구 설죽로389번길 70 (삼각동, 삼각동 그린타운 아파트)"
유노아이생각하는논술,광주 북구 풍향동 646
김주희국어교실,"경기 성남시 분당구 돌마로356번길 3 (수내동, 그랜드빌딩)"
울산 남창서희교실,울산 울주군 온양읍 발리 499-23
점프스쿨교실,광주 남구 양림동 242
복덩이교실,"충북 청주시 흥덕구 서현북로 15 (가경동, 가경이-편한세상)"
김진희해법독서논술,"경기 파주시 동패로 100 (동패동, 한울마을 3단지)"
내동교실,대전 서구 내동 10-14
죽전진흥교실,"경기 용인시 수지구 죽전로254번길 29 (죽전동, 내대지마을 진흥더블파크)"
책읽는 다락방,"대전 중구 태평로 35 (태평동, 버드내마을아파트2단지)"
압구정양쌤해법논술,"서울 강남구 압구정로33길 48 (압구정동, 압구정동주민센터)"
국화,"대전 서구 둔산로 201 (둔산동, 국화아파트)"
처인둔전교실,경기 용인시 처인구 포곡읍 둔전리 150-1
해법윤수학교실,"충남 천안시 동남구 일봉로 87-4 (용곡동, 나현빌딩)"
해법독서논술녹번교실,서울 은평구 통일로 625-7 (녹번동)
금호2차해법교실,"인천 남구 매소홀로 68 (용현동, 용현2단지금호타운)"
다담독서논술,"제주특별자치도 제주시 월광로 26 (노형동, 노형다담빌리지1차)"
인창건영교실,경기 구리시 인창동 474
꿈에그린 교실,"부산 해운대구 반여로 67 (반여동, 해운대메가센텀한화꿈에그린아파트)"
제니해법영어학원,"충북 옥천군 옥천읍 삼양로7길 9-19 (삼양리, 소매점)"
연세제일학원,"대전 유성구 노은로 166 (지족동, 계룡프라자)"
금릉교실,"경기 파주시 후곡로 50 (금촌동, 후곡마을뜨란채)"
성균관교육원,"대전 유성구 노은서로142번길 24 (지족동, 아이캔킨더)"
원일안혜영교실,경기 구리시 인창동 651-27
윤쌤수학&독서논술,경기 여주시 여흥로105번길 25 (창동)
당진 이지 교실,충남 당진시 송악읍 송악로 6-7 (가학리)
해법키움독서논술,"인천 계양구 효서로 385 (작전동, 현대2차아파트)"
영주2동교실,경북 영주시 구성로 321 (영주동)
가재울독서논술교실,서울 서대문구 북가좌동 449
SK2차 일등급교실,"경기 화성시 동탄지성로 256 (기산동, 에스케이뷰파크2차)"
백석현대,"충남 천안시 서북구 백석3로 130 (백석동, 현대빌딩)"
아름 독서논술,"충남 천안시 서북구 불당21로 40 (불당동, 천안불당 호반써밋플레이스)"
미아청수교실,"서울 강북구 삼양로54라길 25 (미아동, 청수빌라)"
구남현대해법,"부산 북구 백양대로 1003 (구포동, 현대아파트)"
하지혜국어논술,"서울 서초구 신반포로 157 (잠원동, 반포쇼핑타운)"
베스트홈스쿨,"경기 군포시 번영로550번길 6 (금정동, 무궁화아파트)"
생연2동 김은주교실,"경기 동두천시 생연로 72 (생연동, 부영아파트)"
동탄2 꿈자람,"경기 화성시 동탄순환대로10길 88 (산척동, 레이크힐 반도유보라 아이비파크 10.2)"
호원동 바이스토리교,경기 의정부시 평화로 220 (호원동)
"정왕해법논술,셀파중","경기 시흥시 정왕신길로49번길 7 (정왕동, 고합아파트)"
하브루타교실,"강원 원주시 포란재로 36 (태장동, 금광포란재아파트1단지)"
사천용강현대,"경남 사천시 주공로 64 (용강동, 용강현대아파트)"
이유리,"경기 양주시 화합로1325번길 22-33 (덕정동, 양주서희스타힐스2단지)"
풀리페 교실,"부산 기장군 정관읍 정관5로 144 (용수리, 정관 풀리페)"
책과노니는집,"대전 서구 청사로 70 (월평동, 누리아파트)"
도안교실,"대전 유성구 상대남로 26 (상대동, 도안신도시9블록 트리풀시티아파트)"
참솔 ,"충남 천안시 서북구 서부19길 20 (성정동, 태양속셈학원)"
현대성우교실,"경기 이천시 부발읍 경충대로2092번길 39-50 (아미리, 현대성우2단지아파트)"
장미아점프교실,광주 북구 본촌동 3078
배곧 해법독서논술 셀,"경기 시흥시 배곧1로 27-15 (정왕동, 한라비발디캠퍼스1차)"
문성자이교실,"경북 구미시 고아읍 문성로 20 (문성리, 문성파크자이)"
풍암부영교실,광주 서구 풍암동 830
해솔연리지교실,"경기 파주시 해솔로 20 (목동동, 해솔마을4단지 벽산우남연리지)"
여우래,"경기 수원시 장안구 장안로 200 (정자동, 동신아파트)"
당하4차교실,"인천 서구 청마로 92 (당하동, 검단 힐스테이트 4차)"
숭신교실,서울 성동구 하왕십리동 1066
영양교실,"경북 영양군 영양읍 군청길 5-8 (서부리, 율호재)"
연성해법 한양1차,"인천 연수구 원인재로 124 (동춘동, 한양1차아파트)"
마음의부자교실,"울산 남구 대공원입구로21번길 50 (옥동, 우진빌라)"
증포대우교실,"경기 이천시 이섭대천로1407번길 38 (증포동, 증포동대우2차아파트)"
강북이진캐스빌교실,"대구 북구 칠곡중앙대로51길 50 (태전동, 강북 이진캐스빌)"
양산 현대교실,"경남 양산시 양주로 94 (남부동, 양산신도시아파트청어람)"
민락 한라교실,"경기 의정부시 오목로 73 (민락동, 한라비발디아파트)"
평내대주1차교실,"경기 남양주시 평내로 113 (평내동, 대주1차아파트)"
첫마을교실,"세종특별자치시 누리로 27 (한솔동, 첫마을6단지)"
북변신일,"경기 김포시 김포대로926번길 88-27 (북변동, 풍년마을신일아파트)"
대화마을교실,"경기 고양시 일산서구 대화2로 102 (대화동, 대화타운)"
사천향촌,"경남 사천시 향촌2길 15-31 (향촌동, 경상향촌마을)"
불당지웰시티 엘리트,"충남 천안시 서북구 불당26로 80 (불당동, 천안불당지웰시티푸르지오1단지)"
대성독서논술학원,"충북 청주시 서원구 창직로 50 (사직동, 청주푸르지오캐슬4단지)"
일등급 국어논술,"서울 도봉구 마들로 624 (방학동, 대상타운현대아파트)"
백석 호반,"충남 천안시 서북구 백석2길 12 (백석동, 호반리젠시빌아파트)"
남세종,"세종특별자치시 남세종로 462 (보람동, 위너스타워)"
샘머리1단지해법독서,"대전 서구 문예로 174 (둔산동, 샘머리아파트)"
클라비어음악학원,서울 중랑구 망우로72길 42 (망우동)
위례해법독서교실,"서울 송파구 위례광장로 188 (장지동, 아이온스퀘어)"
이천사동교실,경기 이천시 대월면 사동리 311-8
동아에코빌교실,"경기 의왕시 흥안대로456번길 111 (포일동, 동아에코빌아파트)"
서초서이해법논술,"서울 서초구 사임당로 130 (서초동, 신동아아파트)"
ybm시사교실,"경기 김포시 걸포로 6 (걸포동, 케이탑리츠 김포빌딩)"
김지수국어논술,광주 남구 주월동 467-2
일취월장 독서논술,충남 아산시 어의정로 184 (풍기동)
상월곡카이로스교실,서울 성북구 상월곡동 101
평택럭키덕동교실,"경기 평택시 평택4로 124 (비전동, 엘지덕동아파트)"
서종교실,경기 양평군 서종면 중미산로 5 (문호리)
깊은공부,"서울 서초구 고무래로 90-7 (서초동, 서초쇼핑)"
해법독서논술 은명초,서울 은평구 응암동 115-27
동탄2 생각나무교실,"경기 화성시 동탄기흥로 479-12 (오산동, 동탄역 반도유보라 아이비파크6.0)"
일취월장국어논술교실,광주 북구 매곡동 189
과천4단지교실,"경기 과천시 별양로 12 (원문동, 래미안 슈르)"
도곡초우등생,경기 광주시 초월읍 쌍동리 390
개신 예일 수학 교습소,충북 청주시 서원구 신율로 15 (개신동)
감계초 교실,"경남 창원시 의창구 북면 감계로 233 (감계리, 창원 감계 힐스테이트 4차)"
새인논술교실,"강원 원주시 백간길 75 (단계동, 장미아파트)"
구동글방교실,경기 안양시 만안구 병목안로130번길 17 (안양동)
사고뭉치논술,"경기 의정부시 오목로 1 (용현동, 현대2차아파트)"
상도신쌤,"서울 동작구 만양로 12 (상도동, 은혜빌딩)"
새롬동교실,"세종특별자치시 새롬중앙로 19 (새롬동, 새뜸마을5단지)"
에스더,충남 논산시 연무읍 연무로 211-5 (동산리)
계양태산,"인천 계양구 오조산로62번길 10 (계산동, 은행마을태산아파트)"
덕정주공1단지교실,"경기 양주시 화합로1426번길 39 (덕정동, 은동마을주공1단지아파트)"
국어대표학원,경기 수원시 영통구 영통동 1038-4
구서롯데교실,"부산 금정구 금강로 502 (구서동, 롯데캐슬골드1단지)"
동일스위트 해법교실,"부산 기장군 정관읍 정관4로 24 (용수리, 정관동일스위트1차)"
애플논술교실,"경기 수원시 권선구 금곡로31번길 7 (금곡동, 금곡엘지아파트)"
서원주초교실,강원 원주시 남원로469번길 25-12 (명륜동)
생각이 자라는 나무,"서울 노원구 섬밭로 139 (공릉동, 공릉풍림아파트)"
성미연국어논술,경기 화성시 반송동 86-1
사능한신2차교실,"경기 남양주시 진건읍 진건오남로86번길 11 (용정리, 한신그린아파트)"
수유동 마틴,"서울 강북구 한천로 1102 (수유동, 성일빌딩)"
명진학원,"서울 성동구 한림말길 31 (옥수동, 옥수삼성아파트 상가)"
생각하는 나무,"세종특별자치시 새롬북로 13 (새롬동, 새뜸마을4단지)"
삼성쉐르빌,"충남 천안시 동남구 일봉로 110 (용곡동, 삼성쉐르빌아파트)"
형곡교실,경북 구미시 형곡동로 37 (형곡동)
감돌역사교실,"경기 안산시 상록구 해양1로 30 (사동, 안산고잔7차푸르지오)"
성현반도교실,"경기 용인시 수지구 죽전로193번길 35 (죽전동, 성현마을반도유보라)"
김해 더원학원,경남 김해시 관동로27번길 99 (관동동)
신방성지 해법독서논술,"충남 천안시 동남구 일봉로 20 (신방동, 성지새말아파트)"
당산리더스해법,서울 영등포구 당산동 121-12
가좌마을교실,"경기 고양시 일산서구 가좌3로 43 (가좌동, 가좌마을2단지)"
리드인독서논술교실,"경기 용인시 기흥구 동백중앙로 283 (중동, 골드프라자)"
손쌤생각플러스,강원 원주시 단관길 194 (관설동)
해법생각키움교실,서울 서대문구 북가좌동 371-1
정성입시학원,충남 태안군 태안읍 샘골로 78 (동문리)
서산동문,"충남 서산시 대사동12로 19 (동문동, 평화아파트)"
라임나무독서논술,"충남 서산시 고운로 276 (동문동, 서산 동문동 한라비발디)"
강릉 마이쌤,"강원 강릉시 성덕포남로 39 (입암동, 입암6주공아파트)"
미라클논술교실,서울 성북구 길음동 1170-19
유가하나리움,"대구 달성군 유가면 테크노북로 164 (봉리, 하나리움퀸즈파크)"
논쌤교실,전북 군산시 미장동 536-10
닥터스피드백학원,"대전 서구 청사로 65 (월평동, 황실타운)"
죽현아이파크교실,"경기 용인시 기흥구 보정로 87 (보정동, 죽현마을 아이파크)"
삼화홈스쿨,"전북 정읍시 수성1로 7 (농소동, 삼화타운 아파트)"
한빛교실,대전 유성구 어은동 99
대치학원,서울 마포구 굴레방로 27 (아현동)
무지개교실,부산 해운대구 우동3로 94 (우동)
광장현대10차,서울 광진구 광장동 577
운양화성,"경기 김포시 김포한강11로 38 (운양동, 모담마을 한강 화성파크드림)"
"수,좌학원국어논술",서울 광진구 구의동 202-2
다산e편한교실,경기 남양주시 지금동 646-1
풍암우미,광주 서구 금화로 206 (풍암동)
와이즈교실,대구 북구 칠곡중앙대로86길 30 (읍내동)
김해제이논술교실,경남 김해시 평전로 142-1 (내동)
호반생각토론,광주 광산구 수완동 668-1
세종 중앙 학원,"세종특별자치시 한누리대로 157 (나성동, 금강프라자)"
해법TOP학원,"경기 파주시 송화로 13 (아동동, 팜스프링아파트)"
푸른나래교실,경기 고양시 덕양구 원흥동 717
12단지 한양교실,"경기 군포시 산본로432번길 22 (산본동, 한양목련아파트분산상가)"
구영교실,울산 울주군 범서읍 점촌1길 18-18 (구영리)
봄봄교실,"대전 서구 도산로253번길 75 (내동, 내동탑스빌아파트)"
왜관 지담스터디교실,"경북 칠곡군 석적읍 석적로 905 (남율리, 한솔솔파크강변아파트)"
월성 월드메르디앙,"대구 달서구 조암로6길 19 (월성동, 월성월드메르디앙)"
원주 현명교실,강원 원주시 단계동 811-7
평리은율교실,대구 서구 통학로 147-1 (평리동)
홍샘국어,"경기 시흥시 배곧1로 27-16 (정왕동, 한라비발디캠퍼스2차)"
이지3단지 독서논술,"충남 아산시 둔포면 아산밸리중앙로 47 (석곡리, 아산테크노벨리이지더원3단지아파트)"
김해 율하서희논술교,"경남 김해시 관동로27번길 95 (관동동, 김해 율하 서희스타힐스)"
씨드학원,"경기 광명시 양달로 7 (일직동, 광명역푸르지오)"
송도 리딩엠,인천 연수구 송도동 20-18
아이북논술,경기 성남시 분당구 운중동 948
조이독서논술토론,"세종특별자치시 남세종로 358 (소담동, 새샘마을2단지)"
효성현대,"인천 계양구 새벌로133번길 4 (효성동, 현대3차아파트)"
아이누리논술교실,서울 마포구 새창로4라길 3 (도화동)
당진송산,"충남 당진시 송산면 유곡로 20 (유곡리, 당진엠코타운)"
생각이 자라는 교실,충남 부여군 규암면 반산리 81-7
화성교실,부산 남구 대연동 55-1
혜윰교실,경기 고양시 일산동구 산두로175번길 37 (정발산동)
자양 광양중교실,서울 광진구 자양동 678-24
광주역이편한교실,"경기 광주시 순암로36번길 87 (역동, 이편한세상 광주역 3단지)"
오이도 해법독서논술,경기 시흥시 옥터로36번길 10 (정왕동)
우리,"대전 중구 목중로 50 (중촌동, 중촌동제일프라자)"
작전 성지학원교실,"인천 계양구 주부토로472번길 17 (계산동, 흥인아이젠아파트)"
현대타운2단지교실,"경기 화성시 영통로27번길 53 (반월동, 신영통 현대타운)"
송썜해법독서논술,경기 수원시 장안구 조원동 883
대우해법논술,"인천 부평구 원적로 361 (산곡동, 한화아파트)"
우면창의융합과학,"서울 서초구 양재대로2길 90 (우면동, 서초힐스)"
구성초교실,"경기 용인시 기흥구 구성로39번길 3 (마북동, 리딩프라자)"
원메이저 힐스테이트,"경남 김해시 율하5로 99 (장유동, 원메이저힐스테이트)"
이베스트도원학원,"서울 용산구 새창로 70 (도원동, 도원동삼성래미안)"
예천독서논술,"충남 서산시 석림4로 70 (석림동, 신일오피스텔)"
로뎀교실,"대구 북구 복현로 71 (복현동, 복현블루밍브라운스톤 명문세가아파트)"
브레인빅뱅교실,서울 은평구 대조동 223-15
구산명가은해법논술교실,서울 은평구 구산동 24-44
모전교실,"부산 기장군 정관읍 모전1길 9 (모전리, 정관동일스위트3차)"
책꿈터,대전 서구 둔산로 133 (둔산동)
책갈피독서논술,"대전 서구 둔산로 155 (둔산동, 크로바아파트)"
채움교실,경기 고양시 일산동구 장항동 742
앤즈스터디메이트학원,경남 양산시 중부동 708-4
동문 해법독서논술,충남 천안시 동남구 신부14길 17 (신부동)
호계초교실,"경기 안양시 동안구 경수대로707번길 39 (호계동, 신성호계미소지움아파트)"
한림풀에버,"경남 진주시 소호로 39 (충무공동, 한림 풀에버)"
임선생국어논술교실,"전북 군산시 수송로 257 (미장동, 금강빌딩)"
엑스포 교실,"대전 유성구 엑스포로 448 (전민동, 엑스포아파트)"
아이비독서논술,"제주특별자치도 서귀포시 흙담솔로 15 (서홍동, 소남슈퍼)"
새샘해법독서논술,"충남 천안시 동남구 통정9로 75 (신방동, 신방한라비발디아파트)"
책먹는 아이들,"경기 부천시 장말로 137 (상동, 사랑마을 청구아파트)"
강동해법독서,"서울 강동구 동남로79길 26 (고덕동, 고덕아이파크)"
하이탑학원,"경기 안양시 동안구 경수대로609번길 34 (호계동, 에이치에이치아이브라운빌3차 상가동)"
말글삶교실,서울 동대문구 제기동 148-44
동천우방논술,경북 경주시 동천동 681-1
관악타운교실,"경기 안양시 동안구 학의로 20 (비산동, 관악아파트)"
당감1번지,부산 부산진구 당감동 503-2
금왕해법논술교실,"충북 음성군 금왕읍 탑골길 20 (무극리, 음성두진백로아파트)"
내포책벌레,"충남 홍성군 홍북읍 청사로 36 (신경리, 승우빌딩)"
이지더원해법교실,광주 광산구 풍영로101번안길 19-12 (흑석동)
정명,서울 구로구 오류동 13-13
효성 책읽는아이 교실,"인천 계양구 안남로573번길 18 (효성동, 두산아파트)"
시지욱수교실,대구 수성구 신매동 592-8
해링턴 쩡쌤교실,"경기 평택시 소사3로 22 (소사동, 평택효성해링턴플레이스2단지아파트)"
장기청송교실,"경기 김포시 청송로 19 (장기동, 청송마을현대아파트)"
능원경지로즈타운,"경기 용인시 처인구 모현읍 충렬로8번길 23-10 (능원리, 경지로즈타운)"
필해법독서논술,서울 동작구 대방동 395-21
검단연세baum,"인천 서구 검단로 500 (마전동, 플러스빌딩)"
종암헤럴드교실,서울 성북구 종암동 3-1237
시지매동교실,대구 수성구 매호동 1327-10
한마음독서논술교실,"경기 의정부시 용민로 374 (낙양동, 민락노블랜드엔에이치에프)"
경성큰마을,"대전 서구 대덕대로 150 (갈마동, 큰마을아파트)"
I Love Books,경북 안동시 강남1길 105 (정하동)
혜화해법논술,광주 서구 풍암동 423-24
고암 조현화독서교실,"경기 양주시 고암길 354 (덕정동, 봉우마을주공5단지아파트)"
인창동원교실,"경기 구리시 동구릉로53번길 42 (인창동, 동원베네스트)"
동해 대동독서논술교,"강원 동해시 청운1길 29 (동회동, 대동,현대아파트)"
문경 이젠교실,"경북 문경시 여중1길 28 (모전동, 문경신원아침도시아파트)"
별내하우스토리교실,"경기 남양주시 송산로307번길 16 (별내동, 남양주 별내 남광하우스토리)"
민락푸르지오교실,"경기 의정부시 용현로105번길 11 (민락동, 이프라자)"
위 베스트 학원,부산 수영구 민락로34번길 62 (민락동)
성수캠퍼스,서울 성동구 성수동1가 95
도란도란공부방,"인천 남동구 만수서로 36 (만수동, 향촌휴먼시아2단지아파트)"
윤샘논술,"경기 안산시 단원구 광덕서로 19 (고잔동, 호수공원대림아파트)"
주은교실,"충북 청주시 서원구 1순환로1137번길 79 (분평동, 주은프레지던트아파트)"
책벌레숲 독서논술,"세종특별자치시 고운서길 14 (고운동, 금화빌딩)"
성북마하교실,"서울 성북구 월계로40길 7 (장위동, 센트럴타운)"
함안 자이교실,"경남 함안군 칠원읍 삼호길 181 (오곡리, 광려천 메트로자이)"
해법독서논술김현숙교,"서울 성북구 길음로 118 (길음동, 길음뉴타운)"
해법독서논술이건임교실,"서울 강북구 삼양로19길 113 (미아동, 삼각산아이원아파트)"
해법독서논술 김지연교실,"서울 강북구 솔샘로 174 (미아동, SK북한산시티아파트)"
해법독서논술박정임교실,"서울 강북구 솔샘로 174 (미아동, SK북한산시티아파트)"
창의력 발전소&주인공,"경기 김포시 김포한강2로 92 (장기동, 가현프라자)"
영화,"서울 구로구 경인로40길 11 (개봉동, 영화아파트)"
한숲바롬,"경기 용인시 처인구 남사면 한숲로 84 (완장리, e편한세상 용인 한숲시티)"
뿌리샘의 생각나무,경기 의정부시 호원동 452-2
꿈꾸는 해법독서논술,"대전 서구 만년로 25 (만년동, 강변아파트)"
트리지움 해법 교실,"서울 송파구 석촌호수로 61 (잠실동, 트리지움)"
다정 한결 교실,"세종특별자치시 다정북로 109 (다정동, 가온마을3단지)"
한빛롯데캐슬파크타운,"경기 파주시 와석순환로 16 (야당동, 롯데캐슬파크타운)"
라원 해법독서논술교,대구 수성구 수성로 149 (중동)
반도유보라아이파크,"대구 달성군 구지면 과학마을로3길 14 (응암리, 대구국가산단 반도유보라 아이비파크)"
라별교실,"경북 구미시 상모로10길 21-13 (상모동, 삼학빌라2차)"
백운학원교실,서울 도봉구 삼양로146길 10 (쌍문동)
신원교실,서울 도봉구 쌍문동 723
녹양 홍명숙해법독서,경기 의정부시 녹양동 80
행복아이교실,"강원 원주시 지정면 가곡로 120 (가곡리, 원주 호반 베르디움)"
